,User,REGISTERED_TIME,LAST_SEEN_TIME,FINGERPRINT,AVG_RATING,Total_RATING
900,wc-                             ,"Feb 9, 2014","Feb 20, 2014",14AE450FA70E28E1B1CCA83F4B267B2C38B008DB,4.5,2
901,moiety                          ,"Feb 9, 2014","Oct 17, 2014",E64F1CD74C9F7F955A892A646DF881D6696B6111,1.5,6
902,artifexd                        ,"Mar 1, 2014","Apr 3, 2015",58A4FD3F492F49F5ECEA9D9911D1433947A3327A,1.3,7
903,incapable                       ,"Mar 19, 2014","Mar 19, 2014",3EB59E0925A133CB0FD811EECC7B974AB767290E,9,1
904,birdman                         ,"May 18, 2014","Dec 20, 2015",2B2DC64A8C3DBD14024A610343C14A4124F48195,2.2,5
905,museack                         ,"Sep 13, 2014","Sep 14, 2014",920FF564F1E25C2DF91FF7B740EC60845D5FC725,9,1
906,bubfranks                       ,"Oct 8, 2014","Jan 4, 2015",5C481560CA0354A5508BB74D1D25D4F33A082BC9,1.3,7
907,jyap                            ,"Dec 9, 2014","Dec 10, 2014",685B50176420144865430475C3BD05527F661F0A,4.3,3
908,funkenstein_                    ,"Mar 14, 2015","Dec 13, 2016",6B0D10D1878DE25B4DA2695AB2B6360488298AB6,1.8,5
909,nolanbugg                       ,"Dec 9, 2015","Dec 31, 1969",3B8E660CD2EB397C42170D5B35FB0D8D9B54045B,9,1
910,kevin                           ,"Mar 26, 2011","Jan 1, 2011",5B9CAEECC1B30389F4F65CA934F48A57D8A12AB1,2.7,3
911,jsidhu                          ,"Apr 2, 2011","Aug 23, 2011",9063D62B394A5249AB3403B2C9E40AC6235B3063,1.3,6
912,xer                             ,"Apr 25, 2011","Jan 1, 2011",32C848BCBB3B42F0DCA3AE870F08E31AFE9CEB55,2.7,3
913,nekoforce                       ,"May 1, 2011","Aug 28, 2011",28910AA0F748FDD1E7CF4C750220624704B57979,1,8
914,pemmy                           ,"May 5, 2011","Jan 1, 2011",13E5CDA3D61E9A1AFD10CAE22D23E607F763B879,1.6,5
915,benne                           ,"May 9, 2011","Oct 28, 2011",428EDD097AA41534D93AA64FD928B9A758277510,2,4
916,plutonic                        ,"May 10, 2011","Jan 1, 2011",154127CC61B39337F5D72FCC7D243DE3D5B18BA6,1.6,5
917,tengo                           ,"May 14, 2011","Jul 3, 2014",BCB27BFCC042612D4D5E018C6DD684EF1212DAAB,1.3,6
918,moonies                         ,"May 14, 2011","Jan 1, 2011",BA4F2AE0C4A30BF57C15159511F86779D60B3EEE,2.7,3
919,hacim                           ,"May 14, 2011","May 21, 2013",4777535FE5471562626077B58CBF9A322861A790,1.6,5
920,viro                            ,"May 17, 2011","May 12, 2013",BA1D07C2DF96FBDF7504C359271571EC39D27527,1.3,6
921,ghostwriter                     ,"May 18, 2011","Jan 1, 2011",E655C0E7BA2A9C1BC3426A191AC1C0619F0388C2,2.7,3
922,ahmedapr27                      ,"May 19, 2011","Jan 1, 2011",FD9E6FDC8D3D267EE60A49A2A048741BA24C6688,1.1,7
923,johndoe                         ,"May 20, 2011","Jan 1, 2011",8C64C9F1F8013CCD4F91B6A18B5914DF2334EF6A,2.7,3
924,feydr                           ,"May 21, 2011","Jan 1, 2011",164AA2284429C1BCEB8061E55AD9B6AE581F3B39,2,4
925,freeminer                       ,"May 26, 2011","Jan 1, 2011",CCE53F57AF9534C6AF1F3B68BC02E9A6099EC28D,2.7,3
926,lynzoy                          ,"May 27, 2011","Jan 1, 2011",B625FFB7F240F4D0E9DDE3F73A525E1E2C8F7DED,2.7,3
927,hughes                          ,"May 30, 2011","Mar 8, 2012",6BCD388C02921CF72CCB4FCDCD0C116C94EE27A4,2,4
928,acamus                          ,"May 31, 2011","Aug 19, 2011",72B065C73E64530797E5AE8FFAABA6FF20FB3198,1.6,11
929,charliesome                     ,"Jun 2, 2011","Dec 23, 2011",C21EB20E7910E56875347E19EACAEB03E95A7832,2.7,3
930,mattstone                       ,"Jun 3, 2011","Jan 1, 2011",AF429A04BF97ECBD26843148DA7EF1AF3528F852,8,1
931,votetrev                        ,"Jun 8, 2011","Jan 1, 2011",E2C92D61868938567BD3E7DD69EF4C4EF243D99E,4,2
932,tehruler                        ,"Jun 8, 2011","Jan 1, 2011",0507F3C083A1F5DC3C59D5B9CC7F1F9F31A48D9F,4,2
933,brancao                         ,"Jun 9, 2011","Jan 1, 2011",A5F95AF0029F2CA6185C5E9761DD6A2395228505,1.6,5
934,renejm                          ,"Jun 9, 2011","Jan 1, 2011",32672B9F4705CAB56C74968E94A88118E25BBD07,8,1
935,bougyman                        ,"Jun 10, 2011","Apr 7, 2013",0588C355ECD43A50BF11042E8594381A32951F5D,1.3,6
936,erek                            ,"Jun 10, 2011","Oct 29, 2013",E6AA6FA729131960F199824A7D9822D2639FB36F,1.3,6
937,cyphase                         ,"Jun 13, 2011","Jan 19, 2014",67DF4CF40560C68AE6D2B2A527E16944D0FE8AF3,1.6,5
938,mrtwonsend                      ,"Jun 21, 2011","Jan 1, 2011",9F782529D8A496A13C60E8B19E18EE87A7BDD47A,4,2
939,sega01                          ,"Jun 28, 2011","Sep 2, 2013",37C78D7DAF2F664B506CAD143EC2C2D3A7A2C9F1,1.9,15
940,lambdacore                      ,"Jun 30, 2011","Oct 16, 2011",18DB48F8B480ACEF6F442E8C39AF2685C681F637,1.6,5
941,tasty                           ,"Jul 9, 2011","Nov 24, 2013",84CD938085214E4F4DCB26E5F526936D2B7CEB2F,1,8
942,jesehl                          ,"Jul 20, 2011","Sep 17, 2011",591E10CDC71B8EFEB2B6E7F1BC97A93B729461CF,1.1,7
943,tuxblackedo                     ,"Jul 30, 2011","Apr 11, 2013",509D783C6759A2A82D78EAA9C75E01D3984B7410,2.1,14
944,orange-hand                     ,"Oct 16, 2011","Nov 16, 2011",BC0BBE30701188B29B348A25E7ADB1FEAA112ACD,2,4
945,tehrabbitt                      ,"Oct 22, 2011","Jun 30, 2012",079AD77F548D2B1CB3989EAC39AA4B0E0C82CC95,1.3,6
946,voldern                         ,"Oct 27, 2011","Nov 25, 2013",B19989ADA2CB0669F8E1FC8F84D619B9180DD7AE,2,4
947,grinder-btc                     ,"Nov 28, 2011","Nov 29, 2012",6A84A6B49DF38ADBD6ACBFD45B74A54B56DBF632,1.1,7
948,mora                            ,"Dec 8, 2011","Dec 12, 2012",4091F1A1014A05CBA8DD892B1BDF09CFF0E2255A,1.8,16
949,laupamasa                       ,"Dec 14, 2011","Jan 18, 2012",A626443E1971C3D0567C5069B6E54B830E522D6A,2.7,3
950,scribonus                       ,"Jan 10, 2012","Jan 13, 2012",739E13F7DF6CE2DDD89988344D8CE66C98D87587,8,1
951,dwon                            ,"Jan 13, 2012","Jul 22, 2013",19E11FE8B3CFF273ED174A24928CEC1339C25CF7,1.3,8
952,sohoni                          ,"Feb 10, 2012","Feb 10, 2012",46CC10B802B2709E686D10BA09CDEC2FCBAE8333,8,1
953,charlierlee                     ,"Feb 13, 2012","Dec 30, 2012",627DAD9C7059A08C2CB00BF78BDA7ABE18034912,1,8
954,salty001                        ,"Feb 19, 2012","May 23, 2013",D484CFD0594A227C4A5404FE22DAA27ABC2E165F,2.7,3
955,tonikt                          ,"Mar 23, 2012","May 22, 2014",AB9EA551E262A87A13BB90591BE7B545CDF3FD0E,1.3,6
956,spunkie                         ,"Apr 18, 2012","Apr 25, 2014",F03E280DAE00B4B1676CB36D925CB53555A07D44,1.1,7
957,monroerich                      ,"Apr 19, 2012","Sep 6, 2013",29BBE46094B74ABFE192BEB818863BE57D1323E4,2.7,3
958,snowyowl                        ,"Apr 23, 2012","Apr 23, 2012",98B76E974652F7ED53C9CAFBBED1B4538F3ECCE1,2.7,3
959,amazonstuff                     ,"Jun 20, 2012","Jun 24, 2014",8B8C5BEC0AF5E2027F3C5393C494AD375B2A7591,2.7,3
960,ricklandman                     ,"Jul 1, 2012","Apr 11, 2013",531C0F444422CC29D5CCEC595175A54294A4108C,1,8
961,starstuff                       ,"Jul 2, 2012","Aug 5, 2012",80B98D066C86B4D149A2303A5DBAD45E6BE87976,1.3,6
962,madhatt                         ,"Aug 22, 2012","Dec 23, 2012",8C7CAA1B1FECDC89B816F04C7ECBF2E76C6DBD10,1.3,6
963,enmaku                          ,"Aug 29, 2012","Apr 30, 2013",1F4278E6AE223326B63250EC7E1691490940E036,8,1
964,zor_                            ,"Sep 18, 2012","Mar 21, 2014",805079CE9427C9A38AF5C00EB95DDE8077A86960,1.3,6
965,dobbshead                       ,"Oct 11, 2012","May 12, 2013",FB335C80FEA10D0FB7C3AC051ACE058493D107B7,2.7,3
966,jborkl_                         ,"Nov 2, 2012","Dec 23, 2014",BEDA499D84B3F11FAC2C98C13ABA925F1676E0DA,1.1,7
967,isokivi                         ,"Nov 19, 2012","Jul 25, 2013",3890D022CEC3A7E05E06A506BE1C7BCA5AC17D9A,1.1,7
968,bit_innovate                    ,"Dec 31, 2012","Jan 24, 2013",8D9829DFC551F9BCE88B60561F90642C52C6ADB7,8,1
969,karmabytes                      ,"Jan 12, 2013","Jun 4, 2014",F25860156E7DE5839269FB272018495313B01EF9,1.4,7
970,davux                           ,"Feb 12, 2013","Feb 25, 2013",347BB0A6E8CE61C635F6B647841CB7DF8F04C88E,8,1
971,eleet89                         ,"Feb 19, 2013","Apr 4, 2013",ABAC65BDA9BB99B48B4600C375E3B207F9CC9E56,2.7,3
972,cocodude                        ,"Mar 14, 2013","Jul 5, 2013",3E9A7470C61C106E8E11E3778848E9AC8FE79CDA,2,4
973,_tetsuo_                        ,"Mar 19, 2013","Apr 16, 2013",51B388AD83FEA7125445D37A2818E65A684F7D7C,2.5,4
974,orthro                          ,"Mar 27, 2013","Mar 15, 2014",0FB87424B9987A3759874F148180B5629550EC2C,1.6,5
975,systemdisc                      ,"Apr 1, 2013","Oct 3, 2014",B83CDBE4A260518BBCB29CC956EA23D00C517267,1.3,6
976,tyler01                         ,"Apr 4, 2013","Dec 19, 2013",2F501CDF6F397722E59C9053F6B84F68C383B137,2,4
977,subwolf                         ,"Apr 4, 2013","Apr 5, 2013",F227D7712A16712082C03872A83A391FF182C472,8,1
978,augustocroppo                   ,"Apr 12, 2013","Jun 27, 2013",546C190B9EB4B414BE5F8E3AE04421930F14DEF6,8,1
979,astrolabe                       ,"Apr 28, 2013","Feb 3, 2014",FB74C89124A5192DF4F39EFAA04EF29A4AFB2F0B,1.6,5
980,ruukasu                         ,"Jun 23, 2013","Aug 31, 2014",D8F8B5D271BCCE785EB6B00A0C5C8DB147275859,1.3,6
981,phillsphinest                   ,"Jun 26, 2013","Oct 11, 2013",8D280D99585713F206E18D52F621290A05356957,2,4
982,gh12as                          ,"Jul 2, 2013","May 19, 2014",5C89F5698CA01096F8AFEA542EEB989B881E6FB9,1.6,5
983,cazocheese                      ,"Aug 17, 2013","Apr 7, 2014",2C6705BEBE8CAF8A2A7B037D51429D30DDAE1DB7,1.3,6
984,heysteve                        ,"Mar 19, 2014","Dec 10, 2015",5082594B795298BD62A00F4CAA5C799D12DAF5C6,1.3,6
985,rdbell                          ,"Sep 21, 2014","Sep 21, 2014",FA9E9952A05A7760DC77EC4FDDFAF35E377356A7,8,1
986,stellar                         ,"Mar 28, 2011","Jan 1, 2011",9091944CD83FF21C8F94742B3591AE2352722774,1.2,6
987,sarah_tonin                     ,"Apr 1, 2011","Jan 1, 2011",553F0135CADE5B452CF85004C0D7586C9E655499,2.3,3
988,mcilrain                        ,"Apr 3, 2011","May 17, 2013",DE38D1E3A0CC84014825F08AA96BB1E75323CDC1,1.2,6
989,luther9                         ,"Apr 5, 2011","Jan 1, 2011",2AC918398A2346D49FE6124010391E578B4559C6,3.5,2
990,mtbomb                          ,"Apr 15, 2011","Jan 1, 2011",1D99551C82B10492EFF08C8C4F5C8F8B6247C01A,1.2,6
991,contingo                        ,"Apr 18, 2011","Jan 1, 2011",DA2CABC139C8F35530AF51B8385148E4C44ACD95,2.3,3
992,thelasttrueone                  ,"Apr 19, 2011","Jan 1, 2011",DFABA7758B21AEBFBF7F093AB1928C93A3EDAEC0,1.4,5
993,carpet                          ,"Apr 19, 2011","Jan 1, 2011",EDD1210E683C9E92A903C9FDB5889F06BFCBDE42,1.8,4
994,codemojo                        ,"Apr 21, 2011","Jan 1, 2011",915835949FCAEC13D32E2B710060CBD3A2DA6AFD,1.3,10
995,khal                            ,"Apr 22, 2011","Sep 18, 2011",3EF2A1FF5B9F651B95638E8F9CC5B92E965D69A9,2.3,3
996,demonofelru                     ,"Apr 27, 2011","Jan 1, 2011",C0AF5D9CE8482F6E1A4F0461499D5CACF70DDF57,2.3,3
997,crshman                         ,"Apr 28, 2011","Jan 1, 2011",DFF69E50C19EAB3F837F4DE6E51101E451CEBAE4,3.5,2
998,thisisharsh                     ,"May 1, 2011","Jan 1, 2011",049B4B4F8CFC0B8025BCFE66D818FEF29CDB6B71,2.3,3
999,lancerushing                    ,"May 11, 2011","Jan 1, 2011",175C370A927DA53F700A18378625C3BB261D58C3,1.8,4
1000,current-c                       ,"May 11, 2011","Jan 1, 2011",5D5967D84D84ADE1FDC890B77F4D9CE49B5ACD91,3.5,2
1001,black8                          ,"May 12, 2011","Jan 1, 2011",261EFD0C2EE571F6518016B1C9D40BB0D92BBCF3,1,7
1002,tjfontaine                      ,"May 13, 2011","Jan 1, 2011",7937DFD2AB06298B2293C3187D33FF9D0246406D,2.3,3
1003,percymate                       ,"May 22, 2011","Jan 1, 2011",E9F5C4CA9E7A9C2BF1EAE9531B3BBD85BE5C064D,1.8,4
1004,jackc                           ,"May 25, 2011","Jan 1, 2011",547A0803B1545F9A83A9B82FAD1EAC983B757552,1.4,5
1005,danthebitman                    ,"May 30, 2011","Jan 1, 2011",E0A79ABC8E2858654037D58C5B54710D7018F907,7,1
1006,grimboy                         ,"May 31, 2011","Jan 1, 2011",8377D7FCA5577332427441054A91151FAAD6E0DA,2.3,3
1007,ricofe                          ,"May 31, 2011","Jan 1, 2011",180408C8A51E583C060D10794791BAA38ABFEB83,2.3,3
1008,sac                             ,"Jun 1, 2011","Jan 10, 2013",F0998EFFBEEE8E6B72AE5C790FA1C422C4AD3DC4,1.4,5
1009,anddam                          ,"Jun 2, 2011","Oct 26, 2014",CCF97E9053C4D66D6C2903E2A75EEC39DAE83E7A,1.4,5
1010,der_harm                        ,"Jun 2, 2011","Sep 9, 2011",07DEA628DF70F11DEAC025CCFA28638909566F1F,1.8,4
1011,reron                           ,"Jun 4, 2011","Jan 1, 2011",D0014F601A74C40D84B84BF5C430BF26F78F2302,1.4,5
1012,phlogiston                      ,"Jun 4, 2011","Aug 16, 2011",4147C3044340B5CB2237EF06DA559DAA1A94986B,1.2,6
1013,heistplay                       ,"Jun 5, 2011","Jan 1, 2011",8F786342EF603157E1D4EDFACEBFABB156B46984,3.5,2
1014,zombiedude                      ,"Jun 6, 2011","Jan 1, 2011",AA89C8032007B014B0B12119E4E36A3507EBAC3F,2.3,3
1015,azi`                            ,"Jun 6, 2011","Jan 1, 2011",53C66400C0FBEACBEFE2E6B440A0FBB387D622FE,3.5,2
1016,andyfletcher                    ,"Jun 16, 2011","Mar 30, 2014",7104459391233F576A31B5CD502409E67767E3C6,1.8,4
1017,kubicek                         ,"Jun 17, 2011","Jan 1, 2011",AF35324FF27EBB04B680C985D562B2C982205322,3.5,2
1018,k1koman                         ,"Jun 21, 2011","Jan 6, 2012",265DBA5D80CD609165B99094A2EB7639C16F5023,1.4,5
1019,jed2                            ,"Jun 23, 2011","Jan 1, 2011",48D4823DE779F81043A63C39D0045718CC283275,7,1
1020,erebusbat                       ,"Jun 28, 2011","Nov 4, 2013",1351CC3934B5CDD960AEB527344B7602BEA35578,1.4,5
1021,c_k                             ,"Jun 28, 2011","Oct 10, 2011",D7717BD4290EC8A4C62131CD39E53C8767E786FE,1.4,5
1022,me551ah                         ,"Oct 17, 2011","May 9, 2012",5076EE1CF9AA0E3FCDA0DDDE8AF55B199213F657,1.4,5
1023,onebeacon                       ,"Nov 11, 2011","Dec 11, 2011",6648887A306887CF7FD4D41C9E7D6376910930D8,2.3,3
1024,dudely                          ,"Dec 5, 2011","Apr 24, 2014",05D492E29C268A48018FEE1A6B1C79A38051F3B8,1.8,4
1025,hackerman2                      ,"Dec 20, 2011","Jan 22, 2012",B9FA322E070B7B2283319805AC5740A3B576A7C8,1.2,6
1026,valalvax                        ,"Dec 28, 2011","Jun 23, 2012",60F5FB479938D7636B6E5281F14F66AEDB2A272B,2.3,3
1027,silverleaf                      ,"Jan 13, 2012","Sep 29, 2013",A57ED205928FAC35E6C73F1D2D0B62DD6A0C077D,2.3,3
1028,gogo7901                        ,"Feb 9, 2012","Mar 25, 2013",3FEFBBDB000A63BC08337207DD43762314F80067,7,1
1029,bbr0wn                          ,"Feb 14, 2012","Jan 4, 2013",D04FCE8C60CDB77C74D368BBBA5AB47FC8AAA3D6,1.2,6
1030,sagia12                         ,"Feb 24, 2012","Mar 3, 2012",A65097733DA94B0C09E9574F5FA4EEBAAD437E24,1.4,5
1031,qby                             ,"Mar 15, 2012","Jul 5, 2013",3C565965D2278DE253B6825DF26A0AF3729D69FA,1.8,4
1032,eszett                          ,"Mar 27, 2012","Feb 3, 2014",9EC80F54E88D6BF685C13060E87018AA33169885,1.1,8
1033,reureu2k3                       ,"Apr 5, 2012","Jan 30, 2013",988467F99F754BA90D3992222ACB47221238DC07,1.4,5
1034,c1b3rshad3                      ,"Apr 5, 2012","Sep 17, 2012",4BE018A31079152FC9FB5740D9572775EBBC9C91,1,7
1035,blazr                           ,"Apr 9, 2012","May 2, 2012",1959095AA565CFEBF3FC30E1256937ABB0303907,1.4,5
1036,slybootz                        ,"May 8, 2012","Jun 16, 2013",4DFED7DBF7F42DB42529ABC0CE8E55C6D9801C8D,2.3,3
1037,bitfarmer74                     ,"Jun 6, 2012","Jun 11, 2012",9306957A87E17B0AB76785931A743CF5729C8993,3.5,2
1038,highspeedlowdrag                ,"Jun 19, 2012","Sep 19, 2012",E482A39199F2D78975BD067744B0CFF6943CBF13,1.2,6
1039,aq83                            ,"Jun 22, 2012","Aug 18, 2012",818CC5C9A85598EB81EE491D35692D3366B38919,1.4,5
1040,norganna                        ,"Jul 9, 2012","Feb 8, 2013",F5EF3083C8CA65D9EE68BB94983B569FA8F9402E,1.4,5
1041,nickware                        ,"Jul 21, 2012","Aug 27, 2014",2FB8AE93A5DADB6157A9E1345339371347BD7514,1.2,6
1042,freefal                         ,"Aug 15, 2012","Sep 23, 2012",17FD305721B3D92CB75309AD21AED334D071C017,7,1
1043,dbdoggreen                      ,"Aug 17, 2012","Nov 19, 2013",A422ECB9FD441C08B495E4876CC1C52FAA241C80,1,9
1044,unclescrooge                    ,"Sep 3, 2012","May 19, 2013",480E1658E97D4C02B084268EA5E9EDB918636AD7,3.5,2
1045,agentjayjay                     ,"Sep 10, 2012","Feb 5, 2014",341583FC761AC80C2C6E50277E068718DA56A086,1.4,5
1046,maximumrecursion                ,"Sep 15, 2012","Nov 2, 2012",F1CA56BF0D60FC3324D78D49B228C28329A7CF4A,1.8,4
1047,otoh                            ,"Sep 24, 2012","Sep 25, 2012",5DC8BC32FFA3E771E4E9F2227C2B2A84C2B43A76,3.5,2
1048,karmaon                         ,"Oct 6, 2012","Apr 9, 2013",BFC26A4A920CA0175F00168E64EBF748DE28C783,1.8,4
1049,rothschild                      ,"Nov 4, 2012","Oct 10, 2014",D87595351A339E42532B670C7835503484CF47DB,1.8,4
1050,romit                           ,"Nov 8, 2012","Aug 4, 2013",8F557E0C9F06B2F1592C564B1E59EBE1E649C998,3.5,2
1051,ak102                           ,"Nov 14, 2012","Jan 2, 2015",A793D24444EE816B06457971705D0DAB477ED01E,1.2,6
1052,herbie                          ,"Nov 18, 2012","Apr 24, 2013",87D71F5E9E9557FCC6A74FEFE3DF5E7C32D7D130,2.3,3
1053,bitaurum                        ,"Nov 21, 2012","Jul 28, 2013",F5B7FE6EA9B03226BD592C4EA1260481324635F8,1.4,5
1054,markyramone                     ,"Nov 25, 2012","May 14, 2013",625BAF9EEAD2547B6CFAA4883B558107A23EA9AC,1.8,4
1055,sg                              ,"Dec 22, 2012","May 19, 2014",0A41462099F04BD8D656A18DBC09B61EFA3BD3B8,2.3,3
1056,nightmann                       ,"Dec 22, 2012","Jan 30, 2013",E038937C2ACF619E9AC301B19B8CC668C4772699,1.8,4
1057,tigger0                         ,"Jan 10, 2013","Sep 26, 2013",49A44F5D18F63809ED545A39A3C4CA5A3B637D77,3.5,2
1058,ttbit                           ,"Feb 8, 2013","Mar 23, 2013",617B569412ADF2FFF45DD516E6731F68C9A59368,3.5,2
1059,astanix                         ,"Feb 19, 2013","Sep 22, 2014",D976CA51972372759F822DDF90CBD22FFE99356F,1,7
1060,jerbroch                        ,"Feb 20, 2013","Oct 5, 2013",5D78CE91A08D488D2B2978C87D3624930D4BFB05,1.2,6
1061,zewe_                           ,"Feb 21, 2013","Jun 26, 2013",49364225D2BE6B7EA9ABC893C4A5EC0D7884A626,1.8,4
1062,doublerainbow                   ,"Feb 26, 2013","May 1, 2013",76C0BE3FD55BEB3C7A00F34BFD34E9EDE081A994,2.3,3
1063,hackrobat                       ,"Mar 12, 2013","Apr 30, 2013",2B65F3F58B15CF893E716A6A88D06D3A8D829C3A,1.2,6
1064,kadoban                         ,"Mar 20, 2013","Dec 27, 2014",ABE8785B4F51A4909B82446031A4B65C2D405BF3,1.4,5
1065,swedftp                         ,"Mar 22, 2013","Dec 1, 2014",41D293D8BD669DF61E8A087814C6D3BC1D8DFFFA,1,7
1066,amiga4000                       ,"Apr 22, 2013","May 14, 2014",74C319094666A663D92B63B199686E134A9B1723,1.4,5
1067,zx82                            ,"May 7, 2013","Oct 22, 2013",18AE6874B7FB39687DEDE9E69EDBF4E8B1B92B5A,3.5,2
1068,allban                          ,"Jun 11, 2013","Nov 22, 2013",8B9BE385692086B261B1367915F11CCE4F72BAAE,1.3,7
1069,istech                          ,"Oct 25, 2013","Nov 6, 2013",BA3A0A56289AB41F54DB1A5704C26077BDCF568A,7,1
1070,wao                             ,"Nov 12, 2013","Nov 12, 2013",3AFC9D69E30EC891CAA568233B0A968C6527AA69,1.8,4
1071,triste                          ,"Jan 11, 2014","Nov 9, 2014",98BB75C91840A43594424F5A5C0DF74CDAAB9556,2.3,3
1072,gunplay                         ,"Jun 4, 2014","Oct 2, 2014",58F81D9DFA1388BA489A40EE7B4320C5335E3AAE,2.3,3
1073,juliatourianski_                ,"Sep 22, 2014","Aug 26, 2016",5B51A3720F496281ACA2287E10572E349297B40F,1.4,5
1074,girevik                         ,"Nov 2, 2014","Apr 27, 2015",7E346EE68344AF65751A631878895C7243E7825D,3.5,2
1075,moonpunter                      ,"Aug 27, 2015","Sep 14, 2015",6310C4E0B0E97287A3CFEBAD8515F76EADCFD13C,3.5,2
1076,dissipate                       ,"Mar 6, 2011","Aug 26, 2012",01D524C71619DFED5F619CC7F9FA4AD506EA9FFF,2,3
1077,m4v3r                           ,"Mar 7, 2011","Feb 21, 2012",5784D08ADCBE802215789177287834A00A8DF83C,1.5,4
1078,dracoling                       ,"Mar 11, 2011","Apr 11, 2013",F3E1D5BD448E009763BB22497E08F4ADC6E5F34F,1.5,4
1079,scorpion                        ,"Mar 26, 2011","Jan 1, 2011",A95949A842AF551226B6C294137B44BE2252F25B,3,2
1080,manveru                         ,"Mar 26, 2011","Jan 1, 2011",829AC2F2E1FDD5A032CDB385B640E3EA41C1FE97,3,2
1081,sharperguy                      ,"Apr 13, 2011","Jan 1, 2011",142EBEF55420B00F186C73320B15F673EF9FDA26,3,2
1082,zhalox                          ,"Apr 15, 2011","Jan 1, 2011",B42F4FD2B74CD33AB7A1F19AA14380CAE3EAE6B5,3,2
1083,aninoni                         ,"Apr 16, 2011","Jan 1, 2011",4CC3B863A6BC8F0FC0CE77D80AEE021A0136E841,1,6
1084,iera                            ,"Apr 16, 2011","Jan 1, 2011",24F040B5D5456EF305BD58FCC04CABC2C56E3805,1.5,4
1085,jasmas                          ,"Apr 17, 2011","Jan 1, 2011",9E95D4307F284F80A628616AB723C9ED756A247C,3,2
1086,jstarbtc                        ,"Apr 21, 2011","Jan 1, 2011",6C5AE1D58BA6BBCE281A94377CB9871F236198DD,2,3
1087,devon_hillard                   ,"Apr 24, 2011","Jan 1, 2011",086EFC7A844AF5C8E0346FCEA131D0A3259B0851,1,6
1088,ntosme2                         ,"Apr 25, 2011","Jan 1, 2011",9C942C26F681357E5167571F46FF1BA28B467C9A,1.5,4
1089,ashikarp                        ,"Apr 26, 2011","Jan 1, 2011",8B1462D89F19AA624CC831D7DE98642B5E1448E3,1.5,4
1090,thenuts                         ,"Apr 27, 2011","Jan 1, 2011",190CA7910626CC685D3C93F263930A8B35D90737,1.5,4
1091,akiron                          ,"Apr 27, 2011","Jan 1, 2011",617C14B8306FB6B877CC68CC9652EC347BAE10DB,3,2
1092,omnifarious                     ,"Apr 29, 2011","Aug 15, 2012",92E8BDBBC81F66FFB90AC96C0D28CADBDE83B2AA,6,1
1093,iamminer                        ,"Apr 30, 2011","Jan 1, 2011",E2A42BC76E0C49183B65E9A11F4731672C22F05B,2,3
1094,pjwaffle                        ,"Apr 30, 2011","Jan 1, 2011",C5B251D97B78D53839BB7BAB5F0470AD203BA141,1.5,4
1095,nullp                           ,"May 1, 2011","Jan 1, 2011",25EDAFF27C8D0FE1904C4D2AF90716A85710977C,1.2,5
1096,pablow                          ,"May 1, 2011","Apr 15, 2013",817DD9A15214041176FF0036CD38B1F6767C7D18,2,3
1097,kamakiri                        ,"May 2, 2011","Jan 1, 2011",A555284AB9DACBA6C053D2AFFF2C6DE8E6ECBA9B,6,1
1098,fsm                             ,"May 2, 2011","Jan 1, 2011",C3CC9619960B21DCA920508A0E74E49376870BC8,1.2,5
1099,nvram                           ,"May 3, 2011","Jan 1, 2011",B921D83AE0CAF90944AF057A505FEF060B459BA8,1.2,5
1100,dominatro                       ,"May 9, 2011","Jan 1, 2011",A7CC245FFCB8F2F530D33183C0D5DF349AAD0325,1.5,4
1101,treyisrad                       ,"May 10, 2011","Jan 1, 2011",26AFB28567E05BCDB02FC11561EAE33028047378,1.2,5
1102,bimmerhead                      ,"May 14, 2011","Jan 1, 2011",719E94FCD9E61E8F07440E68B83F464CC793F5EA,2,3
1103,giner                           ,"May 14, 2011","Jan 1, 2011",C102378EE37075307BC2B025B0029FDFDC77548D,4.3,6
1104,vitsum                          ,"May 14, 2011","Jan 1, 2011",829E52C7843AFC97407ABBCF0760D0FD7CDE52E0,1.3,6
1105,eagleapex                       ,"May 16, 2011","Oct 5, 2012",EC5C0578F48E819021B12E55DAD77442F5980D32,1.5,4
1106,harleqin                        ,"May 20, 2011","Jan 1, 2011",9C5AAEA4808CC5353EE881D485E09921D18AFE74,1.2,5
1107,junk-y                          ,"May 20, 2011","Jan 1, 2011",DE99C326FF9F8D9EC9F691CF585C5326F49E7D76,1.5,4
1108,jpierre                         ,"May 20, 2011","May 23, 2013",F39225784C2E1F8FAC268CD3EFB5B1AB52FEBC2E,2,3
1109,lzsaver                         ,"May 21, 2011","Sep 5, 2011",5099EB8C0F2E68C63B4ECBB9A9D0993E04143362,3,2
1110,general-beck                    ,"May 21, 2011","Jan 1, 2011",33CA13182B7E986F07CE975EFBE68A1C5639B4BB,3,2
1111,flyryan                         ,"Jun 1, 2011","Mar 19, 2013",D015B86FF2C4A11C135BF149DB0A378C5FEE2D2E,1.2,5
1112,msparks                         ,"Jun 3, 2011","Jan 1, 2011",0421D6602AF0B3538846D4D6B06C9185D2350400,3,2
1113,gaantr                          ,"Jun 4, 2011","Jan 1, 2012",EF4921A4259ABF401C37F795852D949548D97F26,3,2
1114,mouse                           ,"Jun 4, 2011","Jan 1, 2011",575409B2194438D6D4EDCE70859231D3E839F957,3,2
